"","major","year","men","women","type"
"4365","金属工学",2008,349,29,2
"4366","繊維工学",2008,896,219,2
"4367","船舶工学",2008,431,60,2
"4368","航空工学",2008,117,1,2
"4369","経営工学",2008,210,26,2
"4370","工芸学",2008,12,36,2
"4371","その他",2008,25294,4904,2
"4372","農学",2008,2798,2168,2
"4373","農芸化学",2008,1011,978,2
"4374","農業工学",2008,485,151,2
"4375","農業経済学",2008,331,235,2
"4376","林学",2008,663,331,2
"4377","林産学",2008,0,0,2
"4378","獣医学畜産学",2008,1815,1424,2
"4379","水産学",2008,2006,1000,2
"4380","その他",2008,9489,6372,2
"4381","医学",2008,17206,7555,2
"4382","歯学",2008,2175,1595,2
"4383","薬学",2008,2784,1943,2
"4384","看護学",2008,453,4697,2
"4385","その他",2008,4190,11137,2
"4386","商船学",2008,17,1,2
"4387","家政学",2008,0,813,2
"4388","食物学",2008,0,302,2
"4389","被服学",2008,0,0,2
"4390","住居学",2008,0,114,2
"4391","児童学",2008,0,0,2
"4392","その他",2008,0,0,2
"4393","教育学",2008,1117,1679,2
"4394","小学校課程",2008,4297,5207,2
"4395","中学校課程",2008,740,554,2
"4396","高等学校課程",2008,0,0,2
"4397","特別教科課程",2008,0,2,2
"4398","盲学校課程",2008,0,0,2
"4399","聾学校課程",2008,0,0,2
"4400","中等教育学校課程",2008,1360,983,2
"4401","養護学校課程",2008,41,167,2
"4402","幼稚園課程",2008,15,140,2
"4403","体育学",2008,1436,576,2
"4404","障害児教育課程",2008,151,539,2
"4405","特別支援教育課程",2008,117,475,2
"4406","その他",2008,20857,29638,2
"4407","美術",2008,193,226,2
"4408","デザイン",2008,65,117,2
"4409","音楽",2008,306,632,2
"4410","その他",2008,441,1324,2
"4411","教養学",2008,338,531,2
"4412","総合科学",2008,295,304,2
"4413","教養課程（文科）",2008,2023,880,2
"4414","教養課程（理科）",2008,3485,543,2
"4415","教養課程（その他）",2008,0,0,2
"4416","人文・社会科学",2008,805,1099,2
"4417","国際関係学（国際関係学部）",2008,314,877,2
"4418","人間関係科学",2008,7,6,2
"4419","その他",2008,4271,4851,2
"4420","平成18年度",2007,296239,163477,2
"4421","平成19年度",2007,294650,163102,2
"4422","文学",2007,192,567,2
"4423","史学",2007,474,302,2
"4424","哲学",2007,26,32,2
"4425","その他",2007,10298,20968,2
"4426","法学・政治学",2007,11008,6277,2
"4427","商学・経済学",2007,27990,11699,2
"4428","社会学",2007,1968,1732,2
"4429","その他",2007,6277,4681,2
"4430","数学",2007,4091,1242,2
"4431","物理学",2007,4307,780,2
"4432","化学",2007,2830,1236,2
"4433","生物学",2007,2149,1637,2
"4434","地学",2007,1630,564,2
"4435","その他",2007,9183,3010,2
"4436","機械工学",2007,24762,932,2
"4437","電気通信工学",2007,40029,2602,2
"4438","土木建築工学",2007,12406,2768,2
"4439","応用化学",2007,16479,3711,2
"4440","応用理学",2007,3331,203,2
"4441","原子力工学",2007,64,1,2
"4442","鉱山学",2007,34,8,2
"4443","金属工学",2007,357,38,2
"4444","繊維工学",2007,1050,237,2
"4445","船舶工学",2007,390,57,2
"4446","航空工学",2007,122,6,2
"4447","経営工学",2007,214,21,2
"4448","工芸学",2007,11,21,2
"4449","その他",2007,25193,4931,2
"4450","農学",2007,2730,2056,2
"4451","農芸化学",2007,930,893,2
"4452","農業工学",2007,537,176,2
"4453","農業経済学",2007,323,238,2
"4454","林学",2007,664,318,2
"4455","林産学",2007,0,0,2
"4456","獣医学畜産学",2007,1838,1407,2
"4457","水産学",2007,2153,1041,2
"4458","その他",2007,9321,6259,2
"4459","医学",2007,16993,7655,2
"4460","歯学",2007,2212,1602,2
"4461","薬学",2007,2740,2014,2
"4462","看護学",2007,458,4714,2
"4463","その他",2007,4126,10981,2
"4464","商船学",2007,51,5,2
"4465","家政学",2007,0,928,2
"4466","食物学",2007,0,265,2
"4467","被服学",2007,0,0,2
"4468","住居学",2007,195,108,2
"4469","児童学",2007,0,0,2
"4470","教育学",2007,1147,1798,2
"4471","小学校課程",2007,4156,5114,2
"4472","中学校課程",2007,759,540,2
"4473","高等学校課程",2007,0,0,2
"4474","特別教科課程",2007,0,4,2
"4475","盲学校課程",2007,0,0,2
"4476","聾学校課程",2007,0,0,2
"4477","中等教育学校課程",2007,1229,916,2
"4478","養護学校課程",2007,82,278,2
"4479","幼稚園課程",2007,15,142,2
"4480","体育学",2007,1361,555,2
"4481","障害児教育課程",2007,466,1061,2
"4482","特別支援教育課程",2007,37,154,2
"4483","その他",2007,21388,30820,2
"4484","美術",2007,203,217,2
"4485","デザイン",2007,68,115,2
"4486","音楽",2007,314,648,2
"4487","その他",2007,358,915,2
"4488","教養学",2007,352,516,2
"4489","総合科学",2007,304,320,2
"4490","教養課程（文科）",2007,1966,915,2
"4491","教養課程（理科）",2007,3443,505,2
"4492","教養課程（その他）",2007,0,0,2
"4493","人文・社会科学",2007,679,983,2
"4494","国際関係学（国際関係学部）",2007,250,787,2
"4495","人間関係科学",2007,30,52,2
"4496","その他",2007,3907,4824,2
"4497","平成17年度",2006,295751,164053,2
"4498","平成18年度",2006,296239,163477,2
"4499","文学",2006,194,590,2
"4500","史学",2006,509,338,2
"4501","哲学",2006,7,1,2
"4502","その他",2006,10508,20883,2
"4503","法学・政治学",2006,11498,6825,2
"4504","商学・経済学",2006,28305,11697,2
"4505","社会学",2006,1970,1729,2
"4506","その他",2006,6597,4844,2
"4507","数学",2006,4393,1274,2
"4508","物理学",2006,4262,762,2
"4509","化学",2006,2786,1228,2
"4510","生物学",2006,2186,1678,2
"4511","地学",2006,1546,472,2
"4512","その他",2006,9174,3136,2
"4513","機械工学",2006,24719,939,2
"4514","電気通信工学",2006,40263,2660,2
"4515","土木建築工学",2006,12610,2785,2
"4516","応用化学",2006,16874,3771,2
"4517","応用理学",2006,3098,171,2
"4518","原子力工学",2006,134,3,2
"4519","鉱山学",2006,54,12,2
"4520","金属工学",2006,409,29,2
"4521","繊維工学",2006,1154,272,2
"4522","船舶工学",2006,260,34,2
"4523","航空工学",2006,109,9,2
"4524","経営工学",2006,207,27,2
"4525","工芸学",2006,4,12,2
"4526","その他",2006,25365,4897,2
"4527","農学",2006,2586,1978,2
"4528","農芸化学",2006,912,832,2
"4529","農業工学",2006,556,173,2
"4530","農業経済学",2006,345,235,2
"4531","林学",2006,667,313,2
"4532","林産学",2006,0,0,2
"4533","獣医学畜産学",2006,1814,1392,2
"4534","水産学",2006,2183,1080,2
"4535","その他",2006,9497,6302,2
"4536","医学",2006,17001,7665,2
"4537","歯学",2006,2262,1605,2
"4538","薬学",2006,2716,2058,2
"4539","看護学",2006,449,4717,2
"4540","その他",2006,3746,10432,2
"4541","商船学",2006,229,21,2
"4542","家政学",2006,0,1067,2
"4543","食物学",2006,0,190,2
"4544","被服学",2006,0,0,2
"4545","住居学",2006,139,61,2
"4546","児童学",2006,0,0,2
"4547","教育学",2006,1197,1897,2
"4548","小学校課程",2006,4002,5016,2
"4549","中学校課程",2006,761,549,2
"4550","高等学校課程",2006,0,0,2
"4551","特別教科課程",2006,2,24,2
"4552","盲学校課程",2006,0,0,2
"4553","聾学校課程",2006,0,0,2
"4554","中等教育学校課程",2006,1073,836,2
"4555","養護学校課程",2006,89,317,2
"4556","幼稚園課程",2006,24,140,2
"4557","体育学",2006,1334,505,2
"4558","障害児教育課程",2006,234,845,2
"4559","その他",2006,21787,31820,2
"4560","美術",2006,203,217,2
"4561","デザイン",2006,76,108,2
"4562","音楽",2006,311,653,2
"4563","その他",2006,347,789,2
"4564","教養学",2006,329,521,2
"4565","総合科学",2006,297,335,2
"4566","教養課程（文科）",2006,1969,934,2
"4567","教養課程（理科）",2006,3478,526,2
"4568","教養課程（その他）",2006,0,0,2
"4569","人文・社会科学",2006,534,856,2
"4570","国際関係学（国際関係学部）",2006,218,676,2
"4571","人間関係科学",2006,44,98,2
"4572","その他",2006,3633,4616,2
"4573","平成16年度",2005,294214,165282,2
"4574","平成17年度",2005,295751,164053,2
"4575","文学",2005,184,629,2
"4576","史学",2005,515,376,2
"4577","哲学",2005,10,2,2
"4578","その他",2005,10688,20614,2
"4579","法学・政治学",2005,12013,7366,2
"4580","商学・経済学",2005,28580,11654,2
"4581","社会学",2005,1985,1737,2
"4582","その他",2005,6613,5087,2
"4583","数学",2005,4468,1268,2
"4584","物理学",2005,4257,751,2
"4585","化学",2005,2731,1223,2
"4586","生物学",2005,2052,1639,2
"4587","地学",2005,1469,445,2
"4588","その他",2005,9340,3324,2
"4589","機械工学",2005,24467,995,2
"4590","電気通信工学",2005,40054,2760,2
"4591","土木建築工学",2005,12864,2836,2
"4592","応用化学",2005,17242,3894,2
"4593","応用理学",2005,3057,148,2
"4594","原子力工学",2005,215,5,2
"4595","鉱山学",2005,79,15,2
"4596","金属工学",2005,514,39,2
"4597","繊維工学",2005,1241,305,2
"4598","船舶工学",2005,120,17,2
"4599","航空工学",2005,103,10,2
"4600","経営工学",2005,204,26,2
"4601","工芸学",2005,1,0,2
"4602","その他",2005,25421,4818,2
"4603","農学",2005,2537,1964,2
"4604","農芸化学",2005,889,771,2
"4605","農業工学",2005,549,178,2
"4606","農業経済学",2005,350,231,2
"4607","林学",2005,623,305,2
"4608","林産学",2005,0,0,2
"4609","獣医学畜産学",2005,1800,1367,2
"4610","水産学",2005,2152,1113,2
"4611","その他",2005,9470,6467,2
"4612","医学",2005,17001,7751,2
"4613","歯学",2005,2326,1603,2
"4614","薬学",2005,2594,2173,2
"4615","看護学",2005,382,4653,2
"4616","その他",2005,3182,9680,2
"4617","商船学",2005,403,36,2
"4618","家政学",2005,0,1177,2
"4619","食物学",2005,0,113,2
"4620","被服学",2005,0,0,2
"4621","住居学",2005,89,19,2
"4622","児童学",2005,0,0,2
"4623","教育学",2005,1203,1906,2
"4624","小学校課程",2005,3843,5044,2
"4625","中学校課程",2005,745,582,2
"4626","高等学校課程",2005,0,0,2
"4627","特別教科課程",2005,10,50,2
"4628","盲学校課程",2005,0,0,2
"4629","聾学校課程",2005,0,0,2
"4630","中等教育学校課程",2005,987,834,2
"4631","養護学校課程",2005,85,316,2
"4632","幼稚園課程",2005,25,135,2
"4633","体育学",2005,1279,476,2
"4634","障害児教育課程",2005,222,840,2
"4635","その他",2005,21723,32632,2
"4636","美術",2005,196,227,2
"4637","デザイン",2005,84,103,2
"4638","音楽",2005,313,656,2
"4639","その他",2005,353,671,2
"4640","教養学",2005,304,519,2
"4641","総合科学",2005,273,337,2
"4642","教養課程（文科）",2005,1946,956,2
"4643","教養課程（理科）",2005,3460,519,2
"4644","教養課程（その他）",2005,0,0,2
"4645","人文・社会科学",2005,382,713,2
"4646","国際関係学（国際関係学部）",2005,167,554,2
"4647","人間関係科学",2005,72,137,2
"4648","その他",2005,3245,4262,2
"4649","平成15年度",2004,295035,165448,2
"4650","平成16年度",2004,294214,165282,2
"4651","文学",2004,172,637,2
"4652","史学",2004,568,419,2
"4653","哲学",2004,17,6,2
"4654","その他",2004,10828,20444,2
"4655","法学・政治学",2004,12366,7824,2
"4656","商学・経済学",2004,28495,11827,2
"4657","社会学",2004,1921,1755,2
"4658","その他",2004,6853,5362,2
"4659","数学",2004,4572,1281,2
"4660","物理学",2004,4236,749,2
"4661","化学",2004,2661,1248,2
"4662","生物学",2004,2049,1653,2
"4663","地学",2004,1461,442,2
"4664","その他",2004,9127,3453,2
"4665","機械工学",2004,24450,1035,2
"4666","電気通信工学",2004,40046,2863,2
"4667","土木建築工学",2004,13101,2928,2
"4668","応用化学",2004,17306,4050,2
"4669","応用理学",2004,2922,136,2
"4670","原子力工学",2004,213,6,2
"4671","鉱山学",2004,78,14,2
"4672","金属工学",2004,586,35,2
"4673","繊維工学",2004,1237,288,2
"4674","船舶工学",2004,60,9,2
"4675","航空工学",2004,106,7,2
"4676","経営工学",2004,182,31,2
"4677","工芸学",2004,3,1,2
"4678","その他",2004,25267,4744,2
"4679","農学",2004,2475,1982,2
"4680","農芸化学",2004,870,727,2
"4681","農業工学",2004,554,178,2
"4682","農業経済学",2004,341,222,2
"4683","林学",2004,603,319,2
"4684","林産学",2004,0,0,2
"4685","獣医学畜産学",2004,1776,1331,2
"4686","水産学",2004,2187,1145,2
"4687","その他",2004,9385,6701,2
"4688","医学",2004,16936,7877,2
"4689","歯学",2004,2336,1617,2
"4690","薬学",2004,2513,2243,2
"4691","看護学",2004,308,4574,2
"4692","その他",2004,2613,8791,2
"4693","商船学",2004,558,39,2
"4694","家政学",2004,0,1262,2
"4695","食物学",2004,0,37,2
"4696","被服学",2004,0,0,2
"4697","住居学",2004,0,0,2
"4698","児童学",2004,0,0,2
"4699","教育学",2004,1199,1942,2
"4700","小学校課程",2004,3751,5147,2
"4701","中学校課程",2004,758,633,2
"4702","高等学校課程",2004,0,0,2
"4703","特別教科課程",2004,21,72,2
"4704","盲学校課程",2004,0,0,2
"4705","聾学校課程",2004,0,0,2
"4706","中等教育学校課程",2004,941,852,2
"4707","養護学校課程",2004,86,327,2
"4708","幼稚園課程",2004,25,140,2
"4709","体育学",2004,1246,490,2
"4710","障害児教育課程",2004,194,855,2
"4711","その他",2004,21296,33268,2
"4712","美術",2004,192,224,2
"4713","デザイン",2004,79,106,2
"4714","音楽",2004,320,657,2
"4715","その他",2004,352,658,2
"4716","教養学",2004,321,531,2
"4717","総合科学",2004,261,341,2
"4718","教養課程（文科）",2004,2117,1003,2
"4719","教養課程（理科）",2004,3452,501,2
"4720","教養課程（その他）",2004,0,0,2
"4721","人文・社会科学",2004,296,595,2
"4722","国際関係学（国際関係学部）",2004,113,444,2
"4723","人間関係科学",2004,100,178,2
"4724","その他",2004,2756,4026,2
"4725","平成14年度",2003,298058,164434,2
"4726","平成15年度",2003,295035,165448,2
"4727","文学",2003,190,672,2
"4728","史学",2003,649,457,2
"4729","哲学",2003,53,27,2
"4730","その他",2003,10982,20035,2
"4731","法学・政治学",2003,13181,8111,2
"4732","商学・経済学",2003,28121,11821,2
"4733","社会学",2003,1936,1757,2
"4734","その他",2003,6882,5448,2
"4735","数学",2003,5204,1539,2
"4736","物理学",2003,4262,754,2
"4737","化学",2003,2619,1275,2
"4738","生物学",2003,2084,1686,2
"4739","地学",2003,877,272,2
"4740","その他",2003,9115,3442,2
"4741","機械工学",2003,24685,1119,2
"4742","電気通信工学",2003,40707,2957,2
"4743","土木建築工学",2003,13421,2953,2
"4744","応用化学",2003,17302,4148,2
"4745","応用理学",2003,2726,118,2
"4746","原子力工学",2003,210,8,2
"4747","鉱山学",2003,91,14,2
"4748","金属工学",2003,648,34,2
"4749","繊維工学",2003,1218,329,2
"4750","船舶工学",2003,6,0,2
"4751","航空工学",2003,117,7,2
"4752","経営工学",2003,184,28,2
"4753","工芸学",2003,7,1,2
"4754","その他",2003,25433,4807,2
"4755","農学",2003,2348,1975,2
"4756","農芸化学",2003,886,740,2
"4757","農業工学",2003,551,176,2
"4758","農業経済学",2003,322,203,2
"4759","林学",2003,555,319,2
"4760","林産学",2003,0,0,2
"4761","獣医学畜産学",2003,1718,1347,2
"4762","水産学",2003,2177,1212,2
"4763","その他",2003,9284,6821,2
"4764","医学",2003,16877,7946,2
"4765","歯学",2003,2390,1617,2
"4766","薬学",2003,2474,2306,2
"4767","看護学",2003,246,4367,2
"4768","その他",2003,2037,7722,2
"4769","商船学",2003,712,57,2
"4770","家政学",2003,0,1281,2
"4771","食物学",2003,0,0,2
"4772","被服学",2003,0,0,2
"4773","住居学",2003,0,0,2
"4774","児童学",2003,0,0,2
"4775","教育学",2003,1212,1938,2
"4776","小学校課程",2003,3817,5249,2
"4777","中学校課程",2003,884,708,2
"4778","高等学校課程",2003,0,0,2
"4779","特別教科課程",2003,45,128,2
"4780","盲学校課程",2003,0,1,2
"4781","聾学校課程",2003,0,0,2
"4782","中等教育学校課程",2003,906,864,2
"4783","養護学校課程",2003,82,344,2
"4784","幼稚園課程",2003,28,145,2
"4785","体育学",2003,1232,489,2
"4786","障害児教育課程",2003,177,865,2
"4787","その他",2003,20702,33486,2
"4788","美術",2003,198,214,2
"4789","デザイン",2003,83,107,2
"4790","音楽",2003,306,679,2
"4791","その他",2003,353,618,2
"4792","教養学",2003,323,535,2
"4793","総合科学",2003,261,341,2
"4794","教養課程（文科）",2003,2410,1125,2
"4795","教養課程（理科）",2003,3492,486,2
"4796","教養課程（その他）",2003,0,0,2
"4797","人文・社会科学",2003,275,597,2
"4798","国際関係学（国際関係学部）",2003,100,441,2
"4799","人間関係科学",2003,105,173,2
"4800","その他",2003,2557,4007,2
"4801","平成13年度",2002,303748,162593,2
"4802","平成14年度",2002,298058,164434,2
"4803","文学",2002,253,772,2
"4804","史学",2002,730,478,2
"4805","哲学",2002,83,53,2
"4806","その他",2002,11202,19629,2
"4807","法学・政治学",2002,13499,7919,2
"4808","商学・経済学",2002,28575,11706,2
"4809","社会学",2002,1945,1759,2
"4810","その他",2002,6926,5319,2
"4811","数学",2002,4525,1355,2
"4812","物理学",2002,4307,738,2
"4813","化学",2002,2660,1244,2
"4814","生物学",2002,2078,1695,2
"4815","地学",2002,1810,565,2
"4816","その他",2002,8897,3384,2
"4817","機械工学",2002,23263,976,2
"4818","電気通信工学",2002,41281,2989,2
"4819","土木建築工学",2002,14010,2873,2
"4820","応用化学",2002,17334,4277,2
"4821","応用理学",2002,4448,237,2
"4822","原子力工学",2002,225,6,2
"4823","鉱山学",2002,99,18,2
"4824","金属工学",2002,599,31,2
"4825","繊維工学",2002,1212,328,2
"4826","船舶工学",2002,10,0,2
"4827","航空工学",2002,118,10,2
"4828","経営工学",2002,156,23,2
"4829","工芸学",2002,13,1,2
